MSZoning,LotFrontage,LotArea,Street,LotShape,Utilities,Neighborhood,Condition1,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterCond,Foundation,BsmtCond,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PoolArea,SaleType,SaleCondition,SalePrice
RL,NA,9303,Pave,IR1,AllPub,Timber,Norm,1Fam,2Story,5,1996,1997,Hip,CompShg,VinylSd,BrkFace,TA,PConc,TA,872,GasA,Ex,Y,SBrkr,2,3,1,TA,7,Typ,0,Attchd,1996,Fin,2,422,TA,0,WD,Normal,204000
FV,75,9000,Pave,Reg,AllPub,Somerst,Norm,1Fam,2Story,5,2008,2008,Gable,CompShg,VinylSd,None,TA,PConc,TA,768,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,0,Attchd,2008,RFn,2,676,TA,0,WD,Normal,210000
RL,63,9297,Pave,Reg,AllPub,Mitchel,Norm,Duplex,1Story,5,1976,1976,Gable,CompShg,Plywood,None,TA,CBlock,TA,1728,GasA,TA,Y,SBrkr,2,4,2,TA,8,Typ,0,Detchd,1976,Unf,2,560,TA,0,WD,Family,188000
RL,80,9600,Pave,Reg,AllPub,NWAmes,Norm,1Fam,1Story,6,1973,1973,Hip,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1242,GasA,Fa,Y,SBrkr,1,3,1,TA,6,Typ,1,Attchd,1973,Unf,2,528,TA,0,WD,Normal,175500
RM,34,4571,Pave,Reg,AllPub,OldTown,Norm,1Fam,2Story,5,1916,1950,Gable,CompShg,AsbShng,None,TA,BrkTil,TA,624,GasA,Fa,N,SBrkr,1,4,1,TA,7,Typ,0,Detchd,1916,Unf,3,513,Fa,0,COD,Abnorml,98000
RL,NA,53227,Pave,IR1,AllPub,ClearCr,Norm,1Fam,1Story,6,1954,1994,Flat,Tar&Grv,Plywood,None,TA,CBlock,TA,1364,GasA,Ex,Y,SBrkr,1,2,1,Gd,6,Min1,2,Attchd,1954,Fin,2,529,TA,0,WD,Normal,256000
RM,NA,5100,Pave,Reg,AllPub,OldTown,Norm,1Fam,2Story,7,1925,1996,Hip,CompShg,Stucco,None,Gd,PConc,TA,588,GasA,Fa,Y,SBrkr,1,3,1,Gd,7,Typ,1,Detchd,1925,Unf,1,228,TA,0,WD,Normal,161000
RL,NA,7015,Pave,IR1,AllPub,BrkSide,Norm,1Fam,1.5Fin,4,1950,1950,Gable,CompShg,MetalSd,BrkCmn,TA,CBlock,TA,709,GasA,TA,Y,SBrkr,1,3,1,Gd,5,Typ,1,Detchd,1950,Unf,1,352,TA,0,WD,Normal,110000
FV,75,8004,Pave,IR1,AllPub,Somerst,RRAn,1Fam,2Story,5,2009,2009,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,832,GasA,Ex,Y,SBrkr,2,3,1,TA,8,Typ,0,BuiltIn,2009,Fin,2,552,TA,0,New,Partial,263435
RL,60,7200,Pave,Reg,AllPub,SWISU,Feedr,1Fam,2Story,9,1936,2007,Gable,CompShg,Wd Sdng,None,Gd,PConc,Gd,560,GasA,Ex,Y,SBrkr,1,3,1,Gd,6,Typ,0,Detchd,1971,RFn,2,576,TA,0,WD,Normal,155000
RL,60,8281,Pave,IR1,AllPub,Sawyer,Norm,1Fam,1Story,5,1965,1965,Gable,CompShg,MetalSd,None,TA,CBlock,TA,864,GasA,Gd,Y,SBrkr,1,3,1,TA,5,Typ,1,Detchd,1965,Unf,1,360,TA,0,WD,Normal,62383
RL,74,11988,Pave,IR1,AllPub,Crawfor,Norm,1Fam,2Story,7,1934,1995,Hip,CompShg,Stucco,None,TA,CBlock,TA,715,GasA,Fa,Y,FuseA,1,3,1,TA,6,Typ,1,Detchd,1939,Unf,1,240,TA,0,WD,Normal,188700
RL,60,8430,Pave,Reg,AllPub,CollgCr,Norm,1Fam,1Story,5,1978,1978,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1040,GasA,TA,Y,SBrkr,2,3,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,124000
RM,NA,3072,Pave,Reg,AllPub,Blmngtn,Norm,TwnhsE,1Story,5,2004,2004,Hip,CompShg,VinylSd,BrkFace,TA,PConc,TA,1375,GasA,Ex,Y,SBrkr,2,2,1,Gd,6,Typ,1,Attchd,2004,Fin,2,398,TA,0,WD,Normal,178740
RL,85,10628,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,5,1970,1970,Flat,Tar&Grv,Plywood,None,Gd,CBlock,Gd,1277,GasA,TA,Y,SBrkr,1,2,1,TA,5,Typ,1,Attchd,1970,Unf,2,526,TA,0,WD,Normal,167000
RL,79,9480,Pave,Reg,AllPub,NAmes,Artery,1Fam,2Story,7,1942,1995,Gable,CompShg,MetalSd,Stone,TA,CBlock,TA,728,GasA,Ex,Y,SBrkr,1,3,1,Gd,7,Typ,2,Attchd,1942,Unf,1,312,TA,0,WD,Normal,146500
RL,98,11428,Pave,IR1,AllPub,NridgHt,Norm,1Fam,1Story,5,2006,2006,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,1626,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,2006,RFn,3,866,TA,0,WD,Normal,250000
RL,76,9291,Pave,IR1,AllPub,SawyerW,RRNe,1Fam,2Story,5,1993,1993,Gable,CompShg,HdBoard,BrkFace,TA,PConc,TA,832,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,1993,RFn,2,506,TA,0,WD,Normal,187000
RL,NA,6820,Pave,IR1,AllPub,StoneBr,Norm,TwnhsE,1Story,5,1985,1985,Gable,CompShg,HdBoard,None,TA,PConc,TA,1488,GasA,TA,Y,SBrkr,1,1,1,Gd,4,Typ,0,Attchd,1985,RFn,2,528,TA,0,WD,Normal,212000
RL,92,11952,Pave,Reg,AllPub,NWAmes,PosA,1Fam,2Story,6,1977,1977,Mansard,WdShake,WdShing,None,TA,CBlock,TA,808,GasA,TA,Y,SBrkr,2,3,1,TA,8,Typ,1,Attchd,1977,RFn,2,534,TA,0,WD,Normal,190000
RM,35,3675,Pave,Reg,AllPub,Edwards,Norm,TwnhsE,SLvl,5,2005,2005,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,547,GasA,Ex,Y,SBrkr,1,2,1,TA,5,Typ,0,Basment,2005,RFn,2,525,TA,0,WD,Normal,148000
RL,110,14977,Pave,IR1,AllPub,NridgHt,Norm,1Fam,1Story,5,2006,2007,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1976,GasA,Ex,Y,SBrkr,2,2,1,Gd,7,Typ,1,Attchd,2006,RFn,3,908,TA,0,New,Partial,440000
RL,41,5330,Pave,Reg,AllPub,StoneBr,Norm,TwnhsE,1Story,5,2000,2000,Gable,CompShg,CemntBd,None,TA,PConc,TA,1494,GasA,Ex,Y,SBrkr,2,2,1,Ex,6,Typ,0,Attchd,2000,RFn,2,499,TA,0,WD,Normal,251000
RL,80,8480,Pave,Reg,AllPub,Sawyer,Norm,1Fam,1Story,6,1963,1963,Hip,CompShg,HdBoard,None,TA,CBlock,TA,970,GasA,TA,Y,SBrkr,1,2,1,TA,5,Typ,0,Detchd,1996,Unf,2,624,TA,0,WD,Normal,132500
RL,75,13125,Pave,Reg,AllPub,CollgCr,Norm,1Fam,1Story,5,1997,1998,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1478,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,1997,Fin,2,508,TA,0,WD,Normal,208900
RL,105,13693,Pave,Reg,AllPub,NridgHt,Norm,1Fam,2Story,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,TA,PConc,TA,2153,GasA,Ex,Y,SBrkr,2,3,1,Ex,9,Typ,1,BuiltIn,2006,Fin,3,694,TA,0,WD,Normal,380000
RL,79,10637,Pave,Reg,AllPub,CollgCr,Norm,1Fam,1Story,5,2007,2008,Hip,CompShg,VinylSd,Stone,TA,PConc,TA,1705,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,2007,RFn,3,826,TA,0,WD,Normal,297000
RM,50,5925,Pave,Reg,AllPub,OldTown,Norm,1Fam,1Story,7,1937,2000,Hip,CompShg,Stucco,BrkCmn,TA,BrkTil,TA,907,GasA,TA,Y,SBrkr,1,2,1,TA,7,Typ,0,Detchd,1995,Unf,2,672,TA,0,WD,Alloca,89471
RL,98,16033,Pave,IR1,AllPub,NridgHt,Norm,1Fam,1Story,5,2004,2005,Hip,CompShg,VinylSd,BrkFace,TA,PConc,TA,1833,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,1,Attchd,2004,Fin,3,772,TA,0,WD,Normal,326000
RL,72,11846,Pave,IR1,AllPub,NridgHt,Norm,1Fam,1Story,5,2003,2004,Hip,CompShg,VinylSd,BrkFace,TA,PConc,TA,1792,GasA,Ex,Y,SBrkr,2,2,1,Ex,6,Typ,1,Attchd,2003,Fin,3,874,TA,0,WD,Normal,374000
RM,50,2500,Pave,Reg,AllPub,OldTown,Norm,1Fam,2Story,8,1915,2005,Gable,CompShg,Stucco,None,TA,PConc,TA,910,GasA,Ex,Y,SBrkr,1,4,1,Ex,7,Min2,1,Attchd,1915,Unf,1,164,Fa,0,WD,Normal,155000
RM,32,4500,Pave,Reg,AllPub,Mitchel,Norm,Twnhs,1Story,5,1998,1998,Hip,CompShg,VinylSd,BrkFace,TA,PConc,TA,1216,GasA,Ex,Y,SBrkr,2,2,1,TA,5,Typ,0,Attchd,1998,Unf,2,402,TA,0,WD,Normal,164000
RL,NA,7758,Pave,IR1,AllPub,Sawyer,Norm,1Fam,1Story,7,1962,2001,Gable,CompShg,HdBoard,None,Gd,CBlock,TA,999,GasA,Gd,Y,SBrkr,1,3,1,Gd,6,Typ,0,Detchd,1963,Unf,1,264,TA,0,WD,Normal,132500
RL,80,9600,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,7,1950,2007,Gable,CompShg,MetalSd,None,TA,CBlock,TA,1113,GasA,Gd,Y,SBrkr,1,3,1,Gd,5,Typ,1,Attchd,1950,Unf,1,264,TA,0,WD,Normal,147000
RL,79,10289,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,7,1965,1965,Hip,CompShg,MetalSd,BrkFace,TA,CBlock,TA,1073,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1965,RFn,2,515,TA,0,WD,Normal,156000
RL,70,12243,Pave,IR1,AllPub,NWAmes,Norm,1Fam,1Story,6,1971,1971,Gable,CompShg,Plywood,None,TA,CBlock,TA,1484,GasA,Gd,Y,SBrkr,2,3,1,TA,7,Typ,1,Attchd,1971,Unf,2,487,TA,0,WD,Normal,175000
RL,60,10800,Pave,Reg,AllPub,OldTown,Norm,2fmCon,1.5Fin,4,1900,1970,Gable,CompShg,Wd Sdng,None,Fa,CBlock,Fa,954,GasA,TA,N,FuseA,2,3,2,TA,10,Mod,1,Attchd,1970,Unf,2,520,Fa,0,ConLD,Normal,160000
RM,21,1526,Pave,Reg,AllPub,MeadowV,Norm,Twnhs,SFoyer,8,1970,2002,Gable,CompShg,CemntBd,None,Gd,CBlock,TA,630,GasA,TA,Y,SBrkr,1,1,1,Gd,3,Typ,0,Attchd,1970,Unf,1,286,TA,0,WD,Normal,86000
RM,NA,2665,Pave,Reg,AllPub,MeadowV,Norm,TwnhsE,2Story,6,1976,1976,Gable,CompShg,CemntBd,None,TA,PConc,TA,264,GasA,TA,Y,SBrkr,1,3,1,TA,4,Typ,1,BuiltIn,1976,Fin,1,336,TA,0,WD,Normal,115000
RL,79,9490,Pave,Reg,AllPub,NAmes,Artery,1Fam,1.5Fin,7,1941,1950,Gable,CompShg,Wd Sdng,None,TA,CBlock,TA,806,GasA,TA,Y,FuseA,1,3,1,Fa,5,Typ,2,Attchd,1941,Unf,1,240,TA,0,WD,Normal,133000
RL,105,15578,Pave,IR1,AllPub,Gilbert,Norm,1Fam,2Story,5,2006,2006,Gable,CompShg,VinylSd,None,TA,PConc,TA,728,GasA,Gd,Y,SBrkr,2,3,1,TA,8,Typ,0,Attchd,2006,RFn,2,429,TA,0,New,Partial,172785
RL,70,7931,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,6,1960,1960,Gable,CompShg,BrkFace,None,TA,CBlock,TA,1269,GasA,TA,Y,FuseA,1,3,1,TA,6,Typ,1,Detchd,1964,Unf,1,308,TA,0,WD,Normal,155000
RM,50,5784,Pave,Reg,AllPub,OldTown,Artery,1Fam,1Story,8,1938,1996,Gable,CompShg,MetalSd,None,TA,BrkTil,TA,190,GasA,Gd,Y,FuseA,1,2,1,TA,4,Typ,0,Attchd,1938,Unf,1,273,TA,0,WD,Normal,91300
C (all),60,7879,Pave,Reg,AllPub,IDOTRR,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,Wd Sdng,None,TA,CBlock,TA,720,GasA,TA,N,FuseA,1,2,1,TA,4,Typ,0,NA,NA,NA,0,0,NA,0,WD,Abnorml,34900
RL,NA,12692,Pave,IR1,AllPub,NoRidge,Norm,1Fam,1Story,5,1992,1993,Hip,CompShg,BrkFace,None,TA,PConc,TA,3200,GasA,Ex,Y,SBrkr,3,4,1,Gd,10,Typ,1,Attchd,1992,RFn,2,546,TA,0,WD,Normal,430000
RL,60,9120,Pave,Reg,AllPub,BrkSide,Norm,1Fam,1.5Fin,6,1925,1950,Gable,CompShg,Wd Sdng,None,Gd,PConc,TA,1026,GasA,Ex,Y,SBrkr,2,4,1,TA,8,Typ,0,Detchd,1925,Unf,1,240,TA,0,WD,Normal,184000
RL,65,7800,Pave,Reg,AllPub,Sawyer,Norm,1Fam,1Story,7,1967,2004,Hip,CompShg,HdBoard,BrkFace,TA,PConc,TA,864,GasA,Ex,Y,SBrkr,1,3,1,Gd,5,Typ,0,Attchd,1967,Fin,1,288,TA,0,WD,Normal,130000
RL,70,7535,Pave,IR1,AllPub,NAmes,Norm,1Fam,1Story,7,1958,1985,Gable,CompShg,MetalSd,None,TA,CBlock,TA,912,GasA,Fa,Y,SBrkr,1,2,1,TA,5,Typ,0,Attchd,1958,Fin,1,297,TA,0,WD,Normal,120000
RM,21,1890,Pave,Reg,AllPub,BrDale,Norm,Twnhs,2Story,5,1973,1973,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,672,GasA,TA,Y,SBrkr,1,3,1,TA,7,Typ,0,Detchd,1973,Unf,1,264,TA,0,WD,Normal,113000
FV,75,9803,Pave,Reg,AllPub,Somerst,Norm,1Fam,2Story,5,2005,2005,Gable,CompShg,VinylSd,None,TA,PConc,TA,866,GasA,Gd,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,2005,RFn,2,603,TA,0,WD,Normal,226700
RL,70,9170,Pave,Reg,AllPub,Edwards,Feedr,1Fam,1Story,7,1965,1965,Hip,CompShg,MetalSd,None,TA,CBlock,TA,1214,GasA,Ex,Y,SBrkr,1,2,1,TA,6,Typ,0,Detchd,1965,Unf,2,461,Fa,0,WD,Normal,140000
RL,100,15602,Pave,IR1,AllPub,Crawfor,Norm,1Fam,1Story,8,1959,1997,Gable,CompShg,BrkFace,None,TA,CBlock,TA,1501,GasA,TA,Y,SBrkr,2,1,1,TA,6,Typ,2,Attchd,1959,Fin,2,484,TA,0,WD,Normal,289000
RL,24,2308,Pave,Reg,AllPub,NPkVill,Norm,TwnhsE,2Story,5,1974,1974,Gable,CompShg,Plywood,None,TA,CBlock,TA,855,GasA,TA,Y,SBrkr,2,3,1,TA,6,Typ,1,Attchd,1974,Unf,2,440,TA,0,WD,Normal,147000
RM,60,7596,Pave,Reg,AllPub,OldTown,Artery,Duplex,2Story,5,1952,1952,Hip,CompShg,Wd Sdng,BrkFace,TA,CBlock,TA,960,GasA,Gd,Y,SBrkr,2,4,2,TA,10,Typ,0,Detchd,1952,Unf,2,400,TA,0,COD,Normal,124500
RL,80,9554,Pave,IR1,AllPub,SawyerW,Norm,1Fam,2Story,5,1993,1994,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,777,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,1,Attchd,1993,RFn,2,471,TA,0,WD,Normal,215000
FV,75,7862,Pave,IR1,AllPub,Somerst,Norm,1Fam,1Story,5,2009,2009,Gable,CompShg,VinylSd,None,TA,PConc,TA,1218,GasA,Ex,Y,SBrkr,2,2,1,Gd,4,Typ,0,Attchd,2009,Fin,2,676,TA,0,New,Partial,208300
RM,60,9600,Pave,Reg,AllPub,OldTown,Norm,1Fam,2Story,9,1928,2005,Gambrel,CompShg,MetalSd,None,Ex,BrkTil,TA,689,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,Detchd,1928,Unf,2,360,TA,0,WD,Normal,161000
RL,80,9600,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,6,1959,1959,Gable,CompShg,MetalSd,BrkFace,TA,CBlock,TA,1041,GasA,Ex,Y,SBrkr,1,3,1,TA,6,Typ,0,Attchd,1959,RFn,1,270,TA,0,WD,Normal,124500
RL,75,14559,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,7,1951,2000,Hip,CompShg,Wd Sdng,BrkCmn,TA,CBlock,TA,1008,GasA,Ex,Y,SBrkr,1,2,1,TA,6,Min1,2,CarPort,1951,Unf,1,288,TA,0,WD,Normal,164900
RL,40,6792,Pave,IR1,AllPub,NridgHt,Norm,TwnhsE,1Story,5,2005,2006,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,1368,GasA,Ex,Y,SBrkr,2,2,1,Gd,6,Typ,1,Attchd,2005,RFn,2,474,TA,0,New,Partial,202665
RL,70,9100,Pave,Reg,AllPub,NAmes,Feedr,1Fam,1Story,5,1958,1958,Gable,CompShg,VinylSd,None,TA,CBlock,TA,864,GasA,TA,Y,SBrkr,1,3,1,TA,5,Typ,0,Detchd,1964,Unf,2,624,TA,0,WD,Normal,129900
RL,71,9187,Pave,Reg,AllPub,Mitchel,Norm,1Fam,1Story,5,1983,1983,Gable,CompShg,VinylSd,None,Gd,PConc,TA,1084,GasA,TA,Y,SBrkr,1,3,1,TA,5,Typ,0,Attchd,1983,Unf,2,484,TA,0,WD,Normal,134000
RL,55,10594,Pave,Reg,AllPub,Crawfor,Norm,1Fam,1.5Unf,5,1926,1950,Gable,CompShg,Wd Sdng,None,TA,BrkTil,TA,768,Grav,Fa,N,SBrkr,1,2,1,TA,5,Typ,0,Detchd,1926,Unf,1,200,Po,0,WD,Normal,96500
RL,94,12220,Pave,Reg,AllPub,NridgHt,Norm,1Fam,1Story,5,2009,2009,Hip,CompShg,CemntBd,BrkFace,TA,CBlock,TA,2006,GasA,Ex,Y,SBrkr,2,3,1,Ex,9,Typ,1,Attchd,2009,Fin,3,900,TA,0,New,Partial,402861
RL,NA,10448,Pave,IR1,AllPub,NWAmes,Norm,1Fam,SLvl,6,1972,1972,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,689,GasA,TA,Y,SBrkr,2,3,1,TA,7,Typ,1,Attchd,1972,RFn,2,583,TA,0,COD,Abnorml,158000
RL,79,10208,Pave,IR1,AllPub,NoRidge,Norm,1Fam,2Story,5,1996,1997,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1264,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,1996,RFn,3,889,TA,0,WD,Normal,265000
RL,NA,9531,Pave,IR1,AllPub,CollgCr,Norm,1Fam,2Story,5,1998,1998,Gable,CompShg,VinylSd,None,TA,PConc,TA,794,GasA,Ex,Y,SBrkr,2,3,1,TA,7,Typ,0,Attchd,1998,RFn,2,546,TA,0,WD,Normal,211000
RL,53,10918,Pave,Reg,AllPub,Crawfor,Norm,1Fam,2Story,9,1926,2004,Gambrel,CompShg,MetalSd,None,TA,BrkTil,TA,1276,GasA,Ex,Y,SBrkr,1,3,1,Gd,9,Typ,2,Detchd,1926,Unf,1,282,TA,0,WD,Normal,234000
RL,60,10800,Pave,Reg,AllPub,OldTown,Norm,2fmCon,2Story,7,1900,2000,Gable,CompShg,MetalSd,None,TA,BrkTil,NA,0,GasA,TA,N,FuseA,2,3,2,TA,7,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,106250
RL,90,11988,Pave,IR1,AllPub,NAmes,Feedr,1Fam,1Story,6,1957,1957,Gable,CompShg,VinylSd,None,TA,CBlock,TA,1244,GasA,Ex,Y,FuseA,1,3,1,TA,6,Typ,2,Attchd,1957,Unf,1,336,TA,0,WD,Normal,150000
RM,50,5000,Pave,Reg,AllPub,BrkSide,Feedr,1Fam,1.5Fin,7,1947,1950,Gable,CompShg,CemntBd,None,Gd,CBlock,TA,1004,GasA,Ex,Y,SBrkr,2,3,1,TA,7,Typ,2,Detchd,1950,Unf,2,420,TA,0,WD,Normal,159000
RL,130,40094,Pave,IR1,AllPub,Edwards,PosN,1Fam,2Story,5,2007,2008,Hip,CompShg,CemntBd,Stone,TA,PConc,TA,3138,GasA,Ex,Y,SBrkr,3,3,1,Ex,11,Typ,1,BuiltIn,2007,Fin,3,884,TA,0,New,Partial,184750
RL,95,11787,Pave,IR1,AllPub,NoRidge,Norm,1Fam,2Story,5,1996,1997,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1379,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,1,Attchd,1996,Fin,3,834,TA,0,WD,Normal,315750
FV,62,7500,Pave,Reg,AllPub,Somerst,Norm,1Fam,1Story,5,2005,2005,Gable,CompShg,VinylSd,None,TA,PConc,TA,1257,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,1,Attchd,2005,Unf,2,453,TA,0,WD,Normal,176000
RL,70,13300,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,7,1956,2000,Hip,CompShg,Wd Sdng,None,TA,CBlock,TA,928,GasA,TA,Y,SBrkr,1,2,1,TA,4,Typ,0,Attchd,1956,Unf,1,252,TA,0,WD,Normal,132000
RL,67,14948,Pave,IR1,AllPub,NridgHt,Norm,1Fam,2Story,5,2008,2008,Hip,CompShg,VinylSd,Stone,TA,PConc,TA,1452,GasA,Ex,Y,SBrkr,2,3,1,Ex,11,Typ,1,Attchd,2008,Fin,3,858,TA,0,New,Partial,446261
RL,58,9098,Pave,IR1,AllPub,Edwards,Norm,1Fam,1Story,7,1920,2002,Gable,CompShg,Wd Sdng,None,TA,BrkTil,TA,528,GasA,Ex,Y,SBrkr,1,2,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,86000
RL,NA,32668,Pave,IR1,AllPub,Crawfor,Norm,1Fam,1Story,3,1957,1975,Hip,CompShg,Wd Sdng,NA,TA,PConc,TA,2035,GasA,TA,Y,SBrkr,3,4,2,TA,9,Maj1,2,Attchd,1975,RFn,2,484,TA,0,WD,Alloca,200624
RL,85,10200,Pave,Reg,AllPub,Timber,Norm,1Fam,SLvl,5,1988,1989,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1461,GasA,Ex,Y,SBrkr,2,3,1,Gd,5,Typ,1,Attchd,1988,RFn,2,600,TA,0,WD,Abnorml,175000
RM,60,6155,Pave,IR1,AllPub,BrkSide,RRNn,1Fam,2Story,8,1920,1999,Gable,CompShg,Wd Sdng,None,TA,BrkTil,Fa,611,GasA,Ex,Y,SBrkr,2,3,1,TA,6,Typ,0,Detchd,1920,Fin,2,502,Fa,0,WD,Normal,128000
RL,60,7200,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,7,1955,2007,Gable,CompShg,VinylSd,None,TA,Slab,NA,0,GasA,Ex,Y,SBrkr,1,2,1,TA,5,Mod,1,Detchd,1967,Unf,1,392,TA,0,WD,Normal,107500
RL,50,5000,Pave,Reg,AllPub,BrkSide,Norm,1Fam,1Story,3,1946,1950,Gable,CompShg,VinylSd,None,Fa,Slab,NA,0,GasA,Fa,N,FuseF,1,1,1,Fa,2,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,39300
RL,74,9056,Pave,IR1,AllPub,Gilbert,Norm,1Fam,2Story,5,2004,2004,Gable,CompShg,VinylSd,None,TA,PConc,Gd,707,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,1,Attchd,2004,Fin,2,403,TA,0,WD,Normal,178000
RL,70,7000,Pave,Reg,AllPub,Edwards,Norm,2fmCon,2Story,7,1910,1991,Gable,CompShg,MetalSd,None,TA,CBlock,TA,1117,GasA,TA,Y,SBrkr,1,3,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,107500
RL,57,8924,Pave,IR1,AllPub,CollgCr,Norm,1Fam,2Story,5,1998,1999,Gable,CompShg,VinylSd,None,TA,PConc,TA,880,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,0,Attchd,1998,Fin,2,527,TA,0,WD,Normal,188000
RL,NA,12735,Pave,IR1,AllPub,NAmes,Norm,1Fam,1Story,5,1972,1972,Hip,CompShg,MetalSd,None,TA,CBlock,TA,864,GasA,TA,Y,SBrkr,1,3,1,TA,5,Typ,0,Detchd,1980,Unf,2,576,TA,0,COD,Normal,111250
RL,NA,11553,Pave,IR1,AllPub,Sawyer,Norm,1Fam,1Story,5,1968,1968,Hip,CompShg,Plywood,BrkFace,TA,CBlock,TA,1051,GasA,TA,Y,SBrkr,1,3,1,TA,7,Typ,1,Attchd,1968,Unf,1,336,TA,0,WD,Normal,158000
RL,NA,11423,Pave,Reg,AllPub,CollgCr,Norm,1Fam,1Story,5,2001,2002,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1581,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,1,Attchd,2001,RFn,2,670,TA,0,WD,Normal,272000
RL,85,14601,Pave,Reg,AllPub,Timber,Norm,1Fam,1Story,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,TA,PConc,TA,1838,GasA,Ex,Y,SBrkr,2,2,1,Ex,8,Typ,1,Attchd,2006,Fin,3,765,TA,0,WD,Normal,315000
RL,NA,11000,Pave,Reg,AllPub,NoRidge,Norm,1Fam,2Story,5,2000,2000,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,969,GasA,Ex,Y,SBrkr,2,4,1,Gd,8,Typ,1,BuiltIn,2000,Fin,3,648,TA,0,WD,Normal,248000
RL,78,10140,Pave,Reg,AllPub,NWAmes,RRAn,1Fam,1Story,5,1998,1999,Hip,CompShg,VinylSd,None,TA,PConc,TA,1650,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Maj1,1,Attchd,1998,Fin,2,583,TA,0,WD,Normal,213250
RH,34,4058,Pave,Reg,AllPub,NAmes,Norm,TwnhsE,SFoyer,5,1998,1998,Gable,CompShg,MetalSd,BrkFace,TA,PConc,TA,723,GasA,Ex,Y,SBrkr,1,1,1,TA,4,Typ,0,Attchd,1998,Fin,1,367,TA,0,WD,Normal,133000
RL,58,17104,Pave,IR1,AllPub,Gilbert,Norm,1Fam,2Story,5,2006,2006,Gable,CompShg,VinylSd,None,TA,PConc,Gd,654,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,2006,RFn,2,426,TA,0,New,Partial,179665
RL,NA,13837,Pave,IR1,AllPub,NWAmes,Norm,1Fam,1.5Fin,5,1988,1988,Gable,CompShg,HdBoard,BrkFace,Gd,PConc,Gd,1204,GasA,Gd,Y,SBrkr,2,4,1,Gd,9,Typ,0,Attchd,1988,Unf,3,786,TA,0,WD,Normal,229000
